ID,CropTyp,Acres,Irrigtn,IntlSrD,LstSrvD,DataSrc,Notes,TRS,county,RtCrpTy,ExctAcr,Shp_Lng,Shap_Ar,CropGrp,date,year,EVI,NVDI,Albedo,GNDVI,MSR,OSAVI,PVR,VARIG,SIPI,GARI,mNVDI,EPIChlb,NDII
98433_WSDA_SF_2017,alfalfa hay,107,center pivot,2003/07/01,2017/06/28,wsda,"7-22-14 new mint, weedy",T17R24E23,Grant,Mint,106.640473133,2488.17346318,431558.683585,Hay/Silage,2017-06-28,2017,0.738510426656311,0.922143414265429,0.241751810833333,0.833465348402238,4.15798661149912,0.69855232513912,0.401085294086008,0.561823213060639,0.926107600620984,0.825814120728538,0.993057868270026,0.00728560788822785,0.502037399465941
98434_WSDA_SF_2017,wheat,11,sprinkler,2003/07/01,2017/07/11,wsda,,T17R26E28,Grant,Apple,11.0384995601,925.313981209,44671.2228385,Cereal Grain,2017-07-11,2017,0.427593156636948,0.760581505136672,0.133523947169811,0.71322136556748,1.77752231587186,0.552019448149672,0.112897788329944,0.153280454266881,0.840837405313767,0.623418661802699,0.881710050434154,0.0226101582144835,0.528727882282803
98436_WSDA_SF_2017,cherry,9,sprinkler,2006/12/14,2017/07/18,wsda,,T19R23E28,Grant,,8.51942933695,840.660491519,34476.9073274,Orchard,2017-07-18,2017,0.552668613640327,0.833943749992684,0.176438568421053,0.776700977453936,2.58010714600893,0.578089050803243,0.197574398052103,0.268721824774236,0.884856647070818,0.721208096580207,0.928570635595489,0.0175255172775306,0.509663221777289
98438_WSDA_SF_2017,alfalfa hay,4,center pivot,2003/07/01,2017/08/28,wsda,,T19R26E7,Grant,"Corn, Field",4.40755040006,562.528883488,17836.7236435,Hay/Silage,2017-08-28,2017,0.629381611472677,0.875812265782804,0.204683704761905,0.809094865925105,3.18246434887775,0.611571838342401,0.262083538995989,0.365219982508893,0.905549250463002,0.781701892708301,0.963481421505207,0.0134964782118453,0.517269464740229
98439_WSDA_SF_2017,timothy,42,center pivot,2003/07/01,2017/07/18,wsda,,T18R24E29,Grant,Alfalfa Hay,41.5638520887,1909.58148384,168202.941765,Hay/Silage,2017-07-18,2017,0.267333940638316,0.332212392510664,0.153439166489362,0.46886147242238,0.418683891013027,0.639760017335912,-0.160828680425,-0.22312033038122,0.586775313303402,0.1977031386835,0.447966649801551,0.0621746191473151,0.436044730876025
98441_WSDA_SF_2017,apple,16,drip/micro-sprinkler,2003/07/01,2017/07/11,wsda,7-23-14 new apples,T17R26E19,Grant,Fallow,15.7212738744,1136.61600264,63621.7381468,Orchard,2017-07-11,2017,0.447265050640933,0.813697864167578,0.133306075324675,0.775751844626325,2.2130516868721,0.543930851860185,0.112751076497061,0.158747389235406,0.872057425665063,0.711371789152284,0.920263105325668,0.022451216093188,0.527819841851243
98442_WSDA_SF_2017,"corn, field",44,rill,2003/07/01,2017/09/06,wsda,,T21R24E31,Grant,Wheat,44.1632942057,1840.78463323,178722.510791,Cereal Grain,2017-09-06,2017,0.509489992763142,0.881194640559199,0.15032185786802,0.820674273672605,3.48457715903055,0.549818848900173,0.269293084672026,0.331889027078381,0.932859866484312,0.768292502787136,0.935086729897693,0.0134475597868737,0.526533342805725
98443_WSDA_SF_2017,alfalfa hay,131,center pivot,2003/07/01,2017/05/14,wsda,,T19R24E30,Grant,Timothy,130.935421675,2621.03804999,529876.852124,Hay/Silage,2017-05-14,2017,0.691975105793929,0.910099595839648,0.217756044087838,0.829767675540628,3.83331985393853,0.643811462337104,0.351832057190002,0.504262589502059,0.916085489465695,0.816800604530425,0.988171909390433,0.00916666971094482,0.520977026396535
98444_WSDA_SF_2017,pasture,9,sprinkler,2011/09/22,2017/07/16,wsda,,T17R28E31,Grant,,8.711648337,911.98110194,35254.7900223,Other,2017-07-16,2017,0.445888928954221,0.696810100926587,0.153916751351351,0.635872485107866,1.41818771885095,0.575852936015965,0.117464793708478,0.15782652474005,0.795035096858629,0.523570441993055,0.838834699139179,0.0222985618272521,0.49126740797434
98447_WSDA_SF_2017,medicinal herb,31,center pivot,2007/06/28,2017/10/18,wsda,,T20R26E27,Grant,Mint,31.0443191828,1416.28231566,125631.902464,Herb,2017-10-18,2017,0.283118867556604,0.485575791960688,0.116890421830986,0.628687879398854,0.707630023864932,0.587631355915843,-0.20609690199607,-0.275406086182877,0.713984609695257,0.341541778420055,0.565988631477516,0.0742379334447262,0.35375573134701
98449_WSDA_SF_2017,"bean, dry",50,rill,2003/07/01,2017/09/06,wsda,,T19R24E5,Grant,"Corn, Field",49.6224428402,1786.59367784,200814.901503,Vegetable,2017-09-06,2017,0.278675424698522,0.498540307051132,0.113146359111111,0.524605274509814,0.746392670424062,0.575711610918894,-0.0328182970902109,-0.0452225980981647,0.688963850188053,0.348130141278434,0.663706637827012,0.038409894733666,0.507261133320434
98452_WSDA_SF_2017,apple,38,micro-sprinkler,2003/07/01,2017/04/24,wsda,,T14R24E14,Grant,"Orchard, Unknown",38.4182077155,1579.86687383,155472.970631,Orchard,2017-04-24,2017,,,,,,,,,,,,,
98454_WSDA_SF_2017,apple,10,sprinkler,2003/07/01,2017/07/11,wsda,,T17R26E15,Grant,"Orchard, Unknown",10.1040622482,964.960594523,40889.6892014,Orchard,2017-07-11,2017,0.434756973323993,0.752918999289819,0.137768768888889,0.725632305438334,1.70834697662255,0.55538358341495,0.0651547786677567,0.0909465328864212,0.833657824765753,0.633888536196659,0.879765037622097,0.0266241278506331,0.512208918461993
98459_WSDA_SF_2017,apple,17,sprinkler,2003/07/01,2017/09/11,wsda,,T19R27E23,Grant,"Orchard, Unknown",17.2856530905,1106.67428655,69952.5562247,Orchard,2017-09-11,2017,0.565767889995335,0.859582745240551,0.173688159459459,0.772642720959575,2.71747979353635,0.572491946934756,0.269045870104693,0.366087188468289,0.893061273686523,0.732813670868503,0.954386355793791,0.0124569453572907,0.545377766031539
98460_WSDA_SF_2017,apple,31,drip/micro-sprinkler,2003/07/01,2017/04/24,wsda,,T14R24E5,Grant,"Orchard, Unknown",30.992232021,1436.26293738,125421.113199,Orchard,2017-04-24,2017,,,,,,,,,,,,,
98461_WSDA_SF_2017,cherry,4,sprinkler,2003/07/01,2017/07/17,wsda,tart cherries,T17R27E27,Grant,"Orchard, Unknown",4.40709174379,565.680464605,17834.8675275,Orchard,2017-07-17,2017,0.317713925708014,0.341657409732918,0.185628984210526,0.399366995732388,0.438804001362415,0.657907561691565,-0.06566602835982,-0.0955510973859321,0.5432477153502,0.21188970922684,0.534952717862446,0.0432707311450963,0.529055732455501
98462_WSDA_SF_2017,cherry,17,micro-sprinkler,2003/07/01,2017/04/24,wsda,,T13R24E5,Grant,Unknown,16.9227133112,1083.84033382,68483.7910477,Orchard,2017-04-24,2017,,,,,,,,,,,,,
98464_WSDA_SF_2017,"corn, field",20,rill,2003/07/01,2017/09/06,wsda,,T19R24E5,Grant,Wheat,19.7062223226,1472.82565914,79748.2523676,Cereal Grain,2017-09-06,2017,0.525851584089548,0.860366151190446,0.160528357142857,0.806933818057096,3.31506098803046,0.561153296116305,0.245194863983571,0.3027335129191,0.911971292412575,0.752795758671908,0.928666679749121,0.0152341946970865,0.540929680937301
98466_WSDA_SF_2017,apple,21,micro-sprinkler,2003/07/01,2017/07/11,wsda,,T17R26E29,Grant,Alfalfa Hay,20.5973022909,1324.67876594,83354.3250601,Orchard,2017-07-11,2017,0.423849311660069,0.754322740003844,0.132670710869565,0.717267399112808,1.73879547051044,0.551649607528786,0.0891858917279115,0.124584945642603,0.830941456264775,0.631862426865098,0.885461856419879,0.0245304547861417,0.530831680110683
98467_WSDA_SF_2017,alfalfa hay,50,center pivot,2003/07/01,2017/08/09,wsda,lateral move cp,T19R24E23,Grant,"Bean, Green",49.77508358,1840.37154525,201432.616661,Hay/Silage,2017-08-09,2017,0.381524034480216,0.567293865726641,0.154996321198157,0.598502768620739,0.908498823832512,0.597527572597456,-0.0472406706215563,-0.0646007989132838,0.731154425508812,0.416064804648503,0.712242420820373,0.0402803296217545,0.473747630428287
98468_WSDA_SF_2017,alfalfa hay,105,center pivot,2003/07/01,2017/10/16,wsda,,T18R24E4,Grant,Potato,104.71507139,2337.97323726,423766.859177,Hay/Silage,2017-10-16,2017,0.294251453032828,0.406195976161184,0.14051417653277,0.460585079745478,0.541555035015716,0.610366439744199,-0.0664197084046731,-0.0965579176738023,0.583710550773075,0.266840459290389,0.595689987326786,0.0433307312782636,0.459628272438092
98472_WSDA_SF_2017,alfalfa hay,12,rill,2003/07/01,2017/06/28,wsda,,T17R24E22,Grant,Wheat,12.4797494289,1142.24844735,50503.7541264,Hay/Silage,2017-06-28,2017,0.497799550327888,0.761861791879699,0.165953898076923,0.698932615173652,1.84284290058605,0.572996321065348,0.153321841109188,0.21678694758704,0.825885818157296,0.633402353188864,0.901791218442964,0.0198133958277543,0.501256046446754
98474_WSDA_SF_2017,apple,16,sprinkler,2003/07/01,2017/07/16,wsda,,T17R27E25,Grant,"Orchard, Unknown",15.5011511035,1064.60835109,62730.9328979,Orchard,2017-07-16,2017,0.384424304174096,0.683924532176205,0.132201935294118,0.696399884594286,1.323926287333,0.562840349252156,-0.0228669505873979,-0.0274447542992703,0.83059515417142,0.546694697626466,0.794553454309713,0.0371446968002361,0.503860394969159
98478_WSDA_SF_2017,alfalfa hay,204,center pivot,2003/07/01,2017/07/17,wsda,,T17R27E16,Grant,Wheat,203.586911018,3517.90723265,823886.99837,Hay/Silage,2017-07-17,2017,0.395781586985428,0.5727370329308,0.156268473131094,0.584839459588054,0.92237563697415,0.595104826500824,-0.0178396491547632,-0.0257859939642304,0.699216819175408,0.433188406343396,0.7551913665009,0.0360677434925426,0.472545277227897
98479_WSDA_SF_2017,sunflower seed,4,sprinkler,2011/09/07,2017/08/09,wsda,,T19R24E11,Grant,Onion,4.19516492309,636.989730518,16977.230112,Seed,2017-08-09,2017,0.294588703909317,0.347717804047809,0.166779916666667,0.460616598025338,0.500217147875842,0.649942208471457,-0.129210526055351,-0.180116557173934,0.58806201867381,0.21446272393922,0.462236083403162,0.0558108214666214,0.435820852069141
98481_WSDA_SF_2017,apple,6,drip/micro-sprinkler,2003/07/01,2017/05/20,wsda,6/19/20146/19/2014 new apple planting,T15R25E25,Grant,Cherry,6.1920607926,653.782850118,25058.3809864,Orchard,2017-05-20,2017,,,,,,,,,,,,,
98483_WSDA_SF_2017,alfalfa/grass hay,38,center pivot,2003/07/01,2017/08/09,wsda,,T19R25E9,Grant,Pasture,37.9162376098,1979.322031,153441.569685,Hay/Silage,2017-08-09,2017,0.509647066776948,0.771839628854004,0.168915602325581,0.730627374571776,1.92108277506206,0.578953350736986,0.112514822828322,0.156701424351063,0.84240955747088,0.647196061296333,0.890286577600892,0.0229998074888833,0.461358459553671
98489_WSDA_SF_2017,wheat,6,rill,2003/07/01,2017/08/09,wsda,,T19R24E14,Grant,"Corn, Field",5.99130531623,633.333349662,24245.9523975,Cereal Grain,2017-08-09,2017,0.428680983994715,0.619906404569957,0.165078991666667,0.583523630505433,1.07255410870793,0.589397309350838,0.0584408896504765,0.0849591266217375,0.730466504486604,0.487944354479723,0.826226735397184,0.0271972938356308,0.558205722286868
98490_WSDA_SF_2017,"grape, wine",26,drip,2003/07/01,2017/04/19,wsda,,T15R24E26,Grant,Alfalfa Hay,26.4547736459,1398.59150226,107058.670632,Vineyard,2017-04-19,2017,,,,,,,,,,,,,
98491_WSDA_SF_2017,apple,13,micro-sprinkler,2003/07/01,2017/10/02,wsda,,T20R23E13,Grant,Alfalfa Hay,13.4190164066,1044.88862168,54304.8327274,Orchard,2017-10-02,2017,0.399500079959784,0.684248341423166,0.136192084745763,0.659094786932172,1.34383053404999,0.562726283317157,0.0507837909682972,0.0713946386912601,0.787022459328063,0.549874487794087,0.837811314455212,0.0281807992613891,0.479247843245905
98492_WSDA_SF_2017,"corn, field",43,center pivot,2003/07/01,2017/10/18,wsda,,T20R26E16,Grant,Unknown,43.4736871088,1872.30951427,175931.769882,Cereal Grain,2017-10-18,2017,0.522102489297561,0.883363929982362,0.153718865306122,0.825429564982638,3.24207584862263,0.550330406346549,0.239357095739871,0.316626337567771,0.921475604776808,0.783148463000166,0.950719929096679,0.0143737115723611,0.523225023753022
98495_WSDA_SF_2017,wheat,71,center pivot,2003/07/01,2017/07/12,wsda,,T16R27E21,Grant,"Bean, Dry",71.1094651571,2243.2407302,287769.795764,Cereal Grain,2017-07-12,2017,0.361792719587522,0.484864413297251,0.159904784735203,0.533815680060846,0.700754595250521,0.613882832236457,-0.0658019918413357,-0.0958643364189693,0.636810208677191,0.347262669009145,0.667436281580068,0.0431481006367969,0.47724331172601
98497_WSDA_SF_2017,"bean, dry",17,center pivot,2003/07/01,2017/10/03,wsda,,T20R23E29,Grant,Alfalfa Hay,16.7891540507,1054.73004568,67943.2958967,Vegetable,2017-10-03,2017,0.192979189809756,0.165859427880915,0.150304436486487,0.3202847253833,0.18236164541362,0.668938019060319,-0.163112345747216,-0.227743238156906,0.467115195866308,0.0438319799085418,0.251619561186127,0.0623755925300528,0.487537555723267
98498_WSDA_SF_2017,"corn, field",17,center pivot,2003/07/01,2017/09/11,wsda,double cropped dry bean,T19R26E27,Grant,"Corn, Sweet",16.5957650205,1113.73574324,67160.678258,Cereal Grain,2017-09-11,2017,0.291083847128135,0.621608171645181,0.097595098630137,0.601411413830733,1.08020818389556,0.550153641797221,0.0341846192762094,0.0462605556070411,0.763510019541078,0.459463881263195,0.773249535022796,0.0299072608320226,0.495272886404811
98499_WSDA_SF_2017,apple,12,micro-sprinkler,2003/07/01,2017/05/03,wsda,,T21R25E31,Grant,"Orchard, Unknown",12.375002329,917.744701121,50079.8576525,Orchard,2017-05-03,2017,0.436637536829788,0.728756049957158,0.142887973214286,0.703362696857244,1.55413958245942,0.561766266279689,0.0563935124544482,0.0795875622164945,0.812013282999388,0.605343578131399,0.869004519104921,0.0275652664902818,0.488393116607969
98503_WSDA_SF_2017,apple,35,sprinkler,2003/07/01,2017/04/19,wsda,,T15R25E29,Grant,"Orchard, Unknown",34.6452095182,1504.9564132,140204.188644,Orchard,2017-04-19,2017,,,,,,,,,,,,,
98504_WSDA_SF_2017,apple,20,sprinkler,2003/07/01,2017/04/19,wsda,,T15R25E29,Grant,Unknown,19.6443924486,1219.2967349,79498.035745,Orchard,2017-04-19,2017,,,,,,,,,,,,,
98505_WSDA_SF_2017,"grape, wine",21,drip,2003/07/01,2017/04/01,wsda,,T14R24E18,Grant,Alfalfa Hay,21.2981036387,1168.33890408,86190.3674951,Vineyard,2017-04-01,2017,,,,,,,,,,,,,
98506_WSDA_SF_2017,potato,125,center pivot,2003/07/01,2017/09/12,wsda,,T19R26E3,Grant,"Corn, Field",124.732962479,2615.82054976,504776.390291,Vegetable,2017-09-12,2017,0.755396751776748,0.917273028610823,0.251324758969805,0.819592623680632,3.87934194508155,0.735611609910793,0.399426829419436,0.544981072139038,0.925123658412815,0.807664504477051,0.989162290830969,0.0070979084908781,0.536992351349503
98509_WSDA_SF_2017,"bean, dry",156,center pivot,2003/07/01,2017/07/18,wsda,,T18R23E2,Grant,Alfalfa Hay,156.33609366,2902.28889167,632669.724681,Vegetable,2017-07-18,2017,0.246601232621748,0.299963573130903,0.144867000713267,0.396342257719234,0.364208945242489,0.633910154946582,-0.109499728288342,-0.154840956248317,0.545779357453418,0.170956681622458,0.45749897132973,0.0508561053854072,0.513560648526789
98510_WSDA_SF_2017,wheat fallow,128,center pivot/drip,2003/07/01,2017/08/28,wsda,2016 landsat confirmation,T19R25E1,Grant,"Nursery, Orchard/Vineyard",127.949682608,2645.82947914,517793.994808,Cereal Grain,2017-08-28,2017,0.364646758762872,0.474627591895529,0.170853982198953,0.547580247489965,0.6792152089248,0.625763400927439,-0.0985504807006333,-0.14055941951809,0.64986965375652,0.337729492018782,0.632625829934317,0.0488395082553138,0.423098520483499
98511_WSDA_SF_2017,alfalfa hay,61,center pivot/sprinkler,2003/07/01,2017/07/12,wsda,,T16R26E10,Grant,Wheat,61.3448107442,1965.71272262,248253.641341,Hay/Silage,2017-07-12,2017,0.287066345298829,0.370072312279103,0.15145036996337,0.466363758351793,0.476031688217701,0.628365238011007,-0.116401592677785,-0.164670491359875,0.590273871067187,0.234796540845811,0.523100672114246,0.0522797312893145,0.490144929146304
98512_WSDA_SF_2017,"corn, field",36,rill,2003/07/01,2017/05/14,wsda,,T19R24E29,Grant,Wheat,36.0473917702,1929.66961611,145878.618896,Cereal Grain,2017-05-14,2017,0.261537341218732,0.58272576234107,0.0905632901234568,0.582760877532902,0.97273633215905,0.552627662278434,0.00477541875841537,0.00526692333979122,0.762594280216563,0.407577800703907,0.711973507884441,0.0337709295562206,0.505645578091401
98513_WSDA_SF_2017,pasture,3,flood,2014/07/09,2017/07/12,wsda,horses,T16R26E10,Grant,,3.23670010689,460.30262498,13098.460615,Other,2017-07-12,2017,0.32206316257008,0.474997241150319,0.140938041176471,0.52267959311698,0.696049791260741,0.60054588515221,-0.0611000827072961,-0.0872624877716146,0.648703742998418,0.337662316983099,0.650647512465144,0.0427118209060162,0.51725223291231
98514_WSDA_SF_2017,alfalfa hay,62,center pivot,2003/07/01,2017/07/12,wsda,,T16R27E19,Grant,Watermelon,62.3919408274,2057.05887177,252491.226443,Hay/Silage,2017-07-12,2017,0.313988876045633,0.520088709590946,0.129757885198556,0.547336423299759,0.784826567517166,0.584954037313402,-0.0370269077526294,-0.0502879171449271,0.713661212551,0.363526191217081,0.673355624552693,0.0389207230834123,0.515150833811512
98515_WSDA_SF_2017,fallow,82,rill,2003/07/01,2017/07/12,wsda,,T16R27E19,Grant,"Corn, Field",82.2727470353,3633.84031765,332945.994728,Other,2017-07-12,2017,0.194093526211851,0.158269472787018,0.151738100534759,0.296984674484586,0.174263607949095,0.670099971563986,-0.145563409721038,-0.20685492469669,0.440102670873511,0.0404964863156086,0.25449686825348,0.0583384621487917,0.508933627298253
98516_WSDA_SF_2017,"bean, dry",5,center pivot,2006/06/18,2017/07/18,wsda,,T18R23E12,Grant,Alfalfa Hay,5.18355292888,709.106368188,20977.0944611,Vegetable,2017-07-18,2017,0.282894039174647,0.472015993296509,0.121240203703704,0.5026496169836,0.680540572675646,0.58684226443461,-0.038564640488452,-0.0533229319656915,0.672749186018537,0.307516167869881,0.627735828201324,0.0391721487523017,0.492036878015366
98517_WSDA_SF_2017,"bean, dry",102,center pivot,2003/07/01,2017/07/10,wsda,,T17R25E22,Grant,Timothy,102.255730589,2716.06206809,413814.260062,Vegetable,2017-07-10,2017,0.222030505061159,0.153998332466347,0.184516709761388,0.256722911135173,0.16845166302714,0.69906655533105,-0.107014355603202,-0.155324907788094,0.403849531158506,0.0316732266454713,0.270368597722403,0.0503788018262198,0.493694149388283
98520_WSDA_SF_2017,research station,136,center pivot,2003/07/01,2017/09/12,wsda,,T19R26E15,Grant,Potato,135.767547035,2665.42887655,549431.769672,Other,2017-09-12,2017,0.399847652860654,0.714970578594364,0.130699563621533,0.683832650798532,1.71523406695897,0.557391399892908,0.0933405863050256,0.120410869010446,0.826563571490272,0.568347238987162,0.824107105002397,0.0256671406369297,0.503841792822331
98521_WSDA_SF_2017,apple,18,micro-sprinkler,2003/07/01,2017/07/16,wsda,,T17R27E35,Grant,"Orchard, Unknown",18.3276733799,1281.54415837,74169.4627251,Orchard,2017-07-16,2017,0.423213316128785,0.817896186638404,0.123009701190476,0.753043339443687,2.29134412577847,0.53809733542692,0.185679234765868,0.244259588882803,0.879538787639762,0.685405743192856,0.916219657650338,0.0174425478782915,0.526760884394565
98523_WSDA_SF_2017,alfalfa hay,144,center pivot,2003/07/01,2017/07/10,wsda,,T16R25E17,Grant,Wheat,143.92405395,3074.39961018,582439.982066,Hay/Silage,2017-07-10,2017,0.376072501601948,0.495183050673094,0.168978338709677,0.542252380282319,0.722575276039606,0.617864423312254,-0.0641423045786185,-0.0931777842178494,0.647302027957502,0.358707270428379,0.677248534831715,0.0428840991909614,0.413924437185135
98524_WSDA_SF_2017,apple,4,micro-sprinkler,2003/07/01,2017/09/13,wsda,,T22R26E22,Grant,Alfalfa Hay,3.86942869446,532.661614438,15659.0223632,Orchard,2017-09-13,2017,0.495599542275157,0.813679904111255,0.15515695,0.758538568942226,2.22886486053821,0.558018558314244,0.158735553801077,0.219355832134795,0.870676383193445,0.700408057071211,0.923995211889224,0.0191911369153613,0.518782776650508
98525_WSDA_SF_2017,"grape, wine",38,drip,2003/07/01,2017/07/18,wsda,,T19R23E32,Grant,Alfalfa Hay,37.9194661564,1921.84745118,153454.635149,Vineyard,2017-07-18,2017,0.421735389023798,0.705477608978438,0.141938873714286,0.671497386740861,1.4638875284645,0.563994755322708,0.0735987060798967,0.102106871475098,0.800807461604987,0.567941906107706,0.849943432344939,0.0262238618177685,0.490589004507861
98529_WSDA_SF_2017,timothy,127,center pivot,2003/07/01,2017/10/17,wsda,,T19R25E29,Grant,"Corn, Sweet",126.683486328,2555.83886656,512669.880257,Hay/Silage,2017-10-17,2017,0.264117035771846,0.309289107043183,0.160915237062937,0.463124850987333,0.377094917301116,0.651268415375569,-0.179614760959852,-0.249435027661184,0.572981725043508,0.177940250581317,0.41614229499744,0.0664721899916636,0.419842402657406
98531_WSDA_SF_2017,alfalfa hay,35,center pivot,2003/07/01,2017/07/10,wsda,,T17R25E28,Grant,Wheat,34.6615908237,1533.50587432,140270.481436,Hay/Silage,2017-07-10,2017,0.712507084664661,0.918427404211054,0.230259716025641,0.849204357865783,4.06248791273379,0.673531947487224,0.334312073228725,0.465485593802386,0.930749496579345,0.833677210603117,0.984042312205983,0.00962092741071656,0.529288311024815
98533_WSDA_SF_2017,alfalfa hay,120,center pivot,2003/07/01,2017/06/21,wsda,,T17R24E28,Grant,Potato,120.198401454,2536.52316858,486425.672885,Hay/Silage,2017-06-21,2017,0.541951118256003,0.814892842605293,0.171435085347985,0.698358221486172,2.18955061789648,0.57096805230686,0.279169736530047,0.388740264904067,0.848942585033163,0.657495847894342,0.9484642923333,0.0119443904971199,0.495376009833971
98534_WSDA_SF_2017,cherry,9,micro-sprinkler,2003/07/01,2017/05/14,wsda,,T19R24E20,Grant,,9.14792827521,873.515354014,37020.3522922,Orchard,2017-05-14,2017,0.477685839678941,0.826880289580533,0.143585597435897,0.775516924694323,2.3405392484626,0.549543982970745,0.155086190201577,0.21049558170506,0.882971188399262,0.710221582962562,0.922537143051833,0.0193180265815955,0.498837215147767
98535_WSDA_SF_2017,"nursery, orchard/vineyard",55,rill,2003/07/01,2017/09/06,wsda,,T20R23E1,Grant,"Bean, Dry",55.4472082724,1960.24928234,224386.890901,Nursery,2017-09-06,2017,0.213615555670455,0.314554654280429,0.114285934274194,0.409054971944644,0.392278119197949,0.605883494085392,-0.107812596386279,-0.149646908713223,0.570980813972521,0.174762873532245,0.456674217491013,0.0506915290101964,0.471558474251837
98537_WSDA_SF_2017,"bean, green",44,rill,2003/07/01,2017/09/06,wsda,,T20R23E11,Grant,Buckwheat,44.2029199001,1960.07115724,178882.870287,Vegetable,2017-09-06,2017,0.217301108103223,0.225828171599428,0.149231530102041,0.348130739535183,0.258677277676186,0.6534737132938,-0.132722021528267,-0.185135683437535,0.508574235949964,0.0961492720921926,0.34823126545671,0.055534199606598,0.485119380496793
98538_WSDA_SF_2017,apple,62,sprinkler,2003/07/01,2017/05/19,wsda,,T15R25E27,Grant,Unknown,61.532489676,2298.13172153,249013.151032,Orchard,2017-05-19,2017,,,,,,,,,,,,,
98539_WSDA_SF_2017,"corn, field",126,center pivot,2003/07/01,2017/10/10,wsda,,T14R24E9,Grant,Alfalfa Hay,126.452274042,2552.60831493,511734.197336,Cereal Grain,2017-10-10,2017,,,,,,,,,,,,,
